article_name,quantity,brand,function,type-flavour-colour,misc
disano pasta elbows 500g,500g,disano,noodles pastas vermicelli | branded food,flavor:pasta,"pasta,elbows"
ttrt ni namk khakhra jeera 180g,180g,tasty treat,masala spices | grocery,flavor:jeera,
biotique fw bio neem purifying 150ml,150ml,biotique,skin care | beauty personal care,type:neem,"bio,purifying"
ttrt sauce tom mayo pp 200g,200g,tasty treat,sauces puree dips | branded food,flavor:mayo flavor:sauce,"sauce,tom,mayo"
glade rm frsnr t&f fresh lemon ref 12m,12m,glade,freshners repellents | home hygiene,flavor:lemon,"fresh,lemon,ref"
nandos sauce extra hot periperi bt 250ml,250ml,nandos,sauces puree dips | branded food,flavor:sauce color:hot,"sauce,extra,hot"
gh fruit n nut premium almonds 1kg,1kg,premium,chocolates cakes confectioneries | branded food,flavor:almonds flavor:fruit,"fruit,nut,almonds"
gh fortified chakki fresh atta 10kg,10kg,soo fresh,oral care | beauty personal care,flavor:chakki,"fortified,atta"
tilda grand extra long bsmti rice pp 5kg,5kg,tilda,frozen veg | branded food,flavor:rice,"grand,extra,long,rice"
tilda chamak 50carat mogra bsmt rice 10k,,tilda,frozen veg | branded food,flavor:rice,rice
chings ndl secret manchurian 60g,60g,chings secret,ready to eat | branded food,,manchurian
lactima cheese gouda slice pp 130g,130g,lactima,chips namkeens snacks | branded food,flavor:gouda flavor:cheese,"cheese,gouda,slice"
ts nail enamel midnight beauty 9ml,9ml,ts,skin care | beauty personal care,,"nail,enamel,midnight"
dana jam raspberry diabetic 315g,315g,dana,jams spreads honey | branded food,flavor:raspberry,"jam,raspberry,diabetic"
oreo crm bis golden vanilla pp 120g,120g,oreo,biscuits cookies crackers | branded food,flavor:vanilla,"bis,golden,vanilla"
oreo cream biscuit chocolate 4+1 120g op,1 120g,chocolate,biscuits cookies crackers | branded food,flavor:cream type:cream,"cream,biscuit"
clmt napthalene balls 500g,500g,clmt,chocolates cakes confectioneries | branded food,,ball
karachi cashew biscuits 400gm,400gm,karachi,biscuits cookies crackers | branded food,flavor:cashew,cashew
karachi zeera biscuits 400g,400g,karachi,biscuits cookies crackers | branded food,,
298 gala bathroom wiper,298 g,gala,cleaning accessories | home hygiene,,"bathroom,wiper"
lrasoi ki rani rice,,rani,chocolates cakes confectioneries | branded food,flavor:rice,rice
vlcc fw turmeric&berberis 150ml,150ml,vlcc,skin care | beauty personal care,,
vlcc shape up slimming oil 200ml,200ml,vlcc,edible oil ghee | grocery,type:slimming,"shape,slimming"
sunkist mixed fruit juice 1l,1l,sunkist,fruit juices drinks | beverages,flavor:juice,"mixed,juice"
b natural premium orange juice 1l,1l,b natural,fruit juices drinks | beverages,flavor:juice flavor:orange color:orange,"premium,orange,juice"
crown masala tofu,,crown,masala spices | grocery,flavor:tofu,tofu
weikfield falooda mix strawberry 200g,200g,weikfield,fun drink mix | beverages,flavor:falooda flavor:strawberry,strawberry
nissin cup noodles rogan josh cp 70g,70g,nissin,noodles pastas vermicelli | branded food,,"cup,rogan,joh"
weikfield vinegar chili 200g,200g,weikfield,sauces puree dips | branded food,type:vinegar flavor:chili flavor:vinegar,"vinegar,chili"
pooof kettle cps spicy schezwan pp 65g,65g,pooof!,toys | toys stationery,flavor:spicy,"kettle,cps,spicy"
harvest gold pizza base,,harvest gold,masala spices | grocery,flavor:pizza,"pizza,base"
baker street herbed bread sticks 100g,100g,baker street,soft drinks | beverages,flavor:bread flavor:herbed,"bread,sticks"
nilons sauce snack 500g,500g,nilons,sauces puree dips | branded food,flavor:sauce,"sauce,snack"
nilons sauce snack bottle 1kg,1kg,nilons,sauces puree dips | branded food,flavor:sauce,"sauce,snack,bottle"
odomos mosquito cream natural 50g,50g,odomos,freshners repellents | home hygiene,flavor:cream type:cream,"mosquito,cream,natural"
pratha ghee wati jr 20p,20p,pratha,edible oil ghee | grocery,,
soulfull cornflakes assorted 6*25g,6*25g,soulfull,breakfast cereals | branded food,,cornflake
temper lipgloss pink,,temper,soft drinks | beverages,type:pink type:lipgloss color:pink,pink
pratha agrbti 4 in1 incense cone bx 20p,20p,pratha,stationery | toys stationery,,cone
walkers nutty brazil toffees 150g,150g,walkers,biscuits cookies crackers | branded food,,"nutty,brazil,toffee"
nutralite butter yummy spread bx 100g,100g,nutralite,jams spreads honey | branded food,flavor:yummy flavor:butter,"butter,yummy,spread"
karmiq olive oil classic bt 250ml,250ml,karmiq,edible oil ghee | grocery,color:olive flavor:olive,"olive,classic"
roopak pow spice garlic 100g,100g,old spice,freshners repellents | home hygiene,flavor:garlic,"pow,garlic"
skippy sprd creamy reduce fat 462g,462g,skippy,soft drinks | beverages,flavor:creamy,"creamy,reduce,fat"
pringles potato wafer pizza tn 110g,110g,pringles,chips namkeens snacks | branded food,flavor:potato flavor:pizza,"potato,wafer,pizza"
veeba american mustard sauce 310g,310g,veeba,jams spreads honey | branded food,flavor:mustard flavor:sauce,"american,mustard,sauce"
himalaya hair cream anti hair fall 100ml,100ml,himalaya,hair care | beauty personal care,flavor:cream type:cream,"cream,anti,fall"
mtr paneer butter masala 300g,300g,mtr,masala spices | grocery,flavor:paneer flavor:butter,butter
"mtr dosa breakfast mix, 500g",500g,mtr,ready mixes | grocery,flavor:dosa,breakfast
heinz ketchup tomato 900g,900g,heinz,sauces puree dips | branded food,flavor:ketchup flavor:tomato,"ketchup,tomato"
veeba dressing honey mustard bt 300g,300g,veeba,jams spreads honey | branded food,flavor:mustard,"dressing,mustard"
pure derm shmp antidnrf mint cool 180ml,180ml,pure derm,utensil cleaners | home hygiene,flavor:mint,"mint,cool"
nivea deo whitening 150ml,150ml,nivea,deos perfumes | beauty personal care,type:whitening,"deo,whitening"
sangis kitchen sauce arrabbiata pasta 400g,400g,sangis kitchen,sauces puree dips | branded food,flavor:arrabbiata flavor:sauce flavor:pasta,"sauce,pasta"
nivea shower gel active clean men 250ml,250ml,nivea,skin care | beauty personal care,type:gel type:shower color:clean,"shower,gel,active,clean,men"
nivea shower gel pure impact men 250ml,250ml,impact,skin care | beauty personal care,type:gel type:shower,"nivea,shower,gel,pure,men"
sangis kcn teekhi chilli pwdr pp 100g,100g,sangis kitchen,otc | beauty personal care,flavor:chilli,chilli
sangis kitchen coriander whole pp 100g,100g,sangis kitchen,masala spices | grocery,flavor:coriander,"coriander,whole"
vaseline bdy ltn int cr hlthy w lgh 300m,300m,vaseline,skin care | beauty personal care,,int
medimix soap sandal 4+1 125g,1 125g,medimix,skin care | beauty personal care,type:sandal type:soap,"soap,sandal"
sunfeast crm bounce pineapple 100g,100g,sunfeast,biscuits cookies crackers | branded food,flavor:pineapple,"bounce,pineapple"
unibic cookie jeera butter 67g,67g,unibic,biscuits cookies crackers | branded food,flavor:jeera flavor:butter,"cookie,butter"
britannia treat bourbon biscuits 150g,150g,britannia,biscuits cookies crackers | branded food,,"treat,bourbon"
britannia cheese pizza block 400g,400g,britannia,biscuits cookies crackers | branded food,flavor:pizza flavor:cheese,"cheese,pizza,block"
venkys frozen hariyali kabab 500g,500g,venkys,frozen veg | branded food,flavor:kabab,
raw pressery smoothie strwbr blubry 250m,250m,raw pressery,masala spices | grocery,flavor:smoothie,smoothie
salsalito fajita dinner kit 488g,488g,salsalito,ready to eat | branded food,flavor:fajita,"dinner,kit"
tata salt plus iron iodine pp 1kg,1kg,tata,salt sugar jaggery | grocery,,"iron,iodine"
vim utensl pow ultra 1k,,vim,utensil cleaners | home hygiene,,"pow,ultra"
candyman candy choco double eclair 400g,400g,candyman,chocolates cakes confectioneries | branded food,flavor:candy flavor:eclair flavor:choco,"candy,double,eclair"
chhagan magan kache ker pickle 400g,400g,chhagan magan,pickles chutneys | branded food,flavor:pickle,"ker,pickle"
gillette cartridge vector 6p,6p,gillette,men toiletries | beauty personal care,,"cartridge,vector"
amul kool rose milk tetra pack 200ml,200ml,amul,ice cream desserts | branded food,flavor:milk,"rose,milk,tetra,pack"
amul butter unsalted bx 100g,100g,amul,ice cream desserts | branded food,flavor:unsalted flavor:butter,"butter,unsalted"
amul pro whey protien malt with dha jar 500g,500g,amul,ice cream desserts | branded food,,"pro,whey,malt,dha,jar"
ttrt pistachio cookies pp 100g,100g,tasty treat,chocolates cakes confectioneries | branded food,flavor:cookies flavor:pistachio,"pistachio,cookies"
ttrt fruit juice jamun drink bt 1l,1l,fruit,dals pulses | grocery,flavor:jamun flavor:juice,"juice,drink"
biotique bl bio morning nectar bt 210ml,210ml,biotique,baby care | baby care,,"bio,morning,nectar"
kamasutra sport white musk deo 140ml,140ml,kamasutra,deos perfumes | beauty personal care,color:white,"sport,white,musk,deo"
biotique sc sandalwod sunscrn spf75 50ml,75 50m,biotique,skin care | beauty personal care,,
odonil tf smile lol twin pp 10g,10g,odonil,freshners repellents | home hygiene,,"mile,lol,twin"
center fruit fruits flavour stick 27g,27g,center fruit,chocolates cakes confectioneries | branded food,,"flavour,tick"
inox muchos cheese & jalepeno nachos with dip 50g+15g,50g,inox muchos,chips namkeens snacks | branded food,flavor:jalepeno flavor:cheese,"cheese,nachos,dip"
mother dairy dahi misti 85g,85g,mother dairy,chocolates cakes confectioneries | branded food,flavor:dahi,
mother dairy dahi aam doi cup 85g,85g,mother dairy,chips namkeens snacks | branded food,flavor:dahi,"doi,cup"
mother dairy chocolate cone 100 ml,100 ml,mother dairy,chocolates cakes confectioneries | branded food,flavor:chocolate type:chocolate,"chocolate,cone"
everest readymix shahi biryani bx 50g,50g,everest,masala spices | grocery,flavor:biryani flavor:shahi,
mother dry milk chocolate 180ml,180ml,chocolate,chocolates cakes confectioneries | branded food,flavor:milk,"mother,dry,milk"
cinthol soap deo 3*100g,3*100g,cinthol,skin care | beauty personal care,type:soap,"soap,deo"
mango dusheri,,three mango,pickles chutneys | branded food,,
apple washington,,wipro safewash,otc | beauty personal care,flavor:apple,"apple,washington"
carrot orange,,gatorade,soft drinks | beverages,flavor:carrot flavor:orange color:orange,"carrot,orange"
kamalkakri,,rin ala,chips namkeens snacks | branded food,,
kathal pkd,,kamasutra ks,toys | toys stationery,,
potato pkd 5 kg,5 kg,,chips namkeens snacks | branded food,flavor:potato,potato
potato pahari,,panchamrit,chips namkeens snacks | branded food,flavor:potato,potato
exo rose mary,,exo,home cleaning | home hygiene,,"roe,mary"
strawberry,,terra,chocolates cakes confectioneries | branded food,flavor:strawberry,strawberry
onion white,,mr.white,chips namkeens snacks | branded food,flavor:onion color:white,"onion,white"
green peas,,the green snack co.,chocolates cakes confectioneries | branded food,flavor:peas,peas
chk hariyali kabab,,chhagan magan,chocolates cakes confectioneries | branded food,flavor:kabab,
fiama dw soap gbb double mois 3*125g,3*125g,fiama di wills,skin care | beauty personal care,type:soap,"soap,double"
blue bird baking soda 100g,100g,blue bird,baking dessert mixes | branded food,,oda
hitkary liq con lemon twist bt 750ml,750ml,hitkary,otc | beauty personal care,flavor:lemon,"con,lemon,twist"
intl ice breaker mint wintergreen sf 42g,42g,,ice cream desserts | branded food,flavor:mint,"breaker,mint"
del monte fiesta fruit cocktail 439g,439g,del monte,canned tinned food | branded food,flavor:fruit,"fiesta,fruit,cocktail"
wild stone deo code gold bx 120ml,120ml,wild stone,deos perfumes | beauty personal care,,"deo,code,gold"
keya pow spice black pepper grinder 40g,40g,keya,masala spices | grocery,flavor:pepper color:black,"pow,spice,black,pepper,grinder"
del monte food craft penne rigate pasta 1kg,1kg,del monte,noodles pastas vermicelli | branded food,flavor:penne flavor:pasta,"craft,penne,pasta"
tasty treat mix fruit jam 500g,500g,tasty treat,jams spreads honey | branded food,flavor:fruit,"mix,fruit,jam"
tasty treat guava juice 2l,2l,tasty treat,fruit juices drinks | beverages,flavor:juice flavor:guava,"guava,juice"
almond roasted cookies,,almond fresh,biscuits cookies crackers | branded food,flavor:roasted,roasted
ttrt frozen french fries pp 425g,425g,frozen,frozen veg | branded food,flavor:fries,"french,fries"
borges arrabiata pasta sauce 400g,400g,borges,sauces puree dips | branded food,flavor:sauce flavor:arrabiata flavor:pasta,"pasta,sauce"
cadbury nutties chocolate 35g,35g,chocolate,chocolates cakes confectioneries | branded food,,cadbury
almond fresh chocolate almond milk 1l,1l,almond fresh,chocolates cakes confectioneries | branded food,flavor:chocolate flavor:milk type:chocolate,"chocolate,milk"
borges ext light olive oil bt 1l,1l,borges,edible oil ghee | grocery,color:light color:olive flavor:olive,"ext,light,olive"
boro plus talc icy cool ice 150g,150g,boro plus,soft drinks | beverages,type:talc,"talc,icy,cool,ice"
paper boat frt juice alphonso aam 1l,1l,paper boat,fruit juices drinks | beverages,flavor:juice flavor:alphonso,"juice,alphonso"
tata tetley tea green super boost bx 30p,30p,tata tea,tea coffee | beverages,color:green,"tetley,green,super,boost"
cadbury choc dm butterscotch crunch 38g,38g,cadbury,chocolates cakes confectioneries | branded food,flavor:butterscotch,"choc,butterscotch,crunch"
pillsbury cookies cake choco bx 205g,205g,pillsbury,baking dessert mixes | branded food,flavor:cookies flavor:choco,"cookies,cake"
ambipur car jasmine refill 7ml,7ml,ambi pur,freshners repellents | home hygiene,flavor:jasmine,"car,jasmine,refill"
ambipur car vanilla bouquet refill 7ml,7ml,ambi pur,freshners repellents | home hygiene,flavor:vanilla,"car,vanilla,bouquet,refill"
knorr soup italian mushroom 48g,48g,knorr,ready to eat | branded food,flavor:mushroom flavor:soup,"soup,italian,mushroom"
ashok readymix kitchen king 100g,100g,ashok,mineral water soda | beverages,,"kitchen,king"
pampers baby diaper medium 10p,10p,pampers,baby care | baby care,type:diaper,"diaper,medium"
karmiq dry fruit apricots 100g,100g,karmiq,fun drink mix | beverages,flavor:fruit flavor:apricots,"dry,fruit,apricots"
karmiq olive oil pomace jr 5l,5l,karmiq,edible oil ghee | grocery,flavor:pomace color:olive flavor:olive,olive
kissan jam mixed fruit 200g,200g,kissan,jams spreads honey | branded food,flavor:fruit,"jam,mixed,fruit"
tilda wandaful premium bsmti rice pp 1kg,1kg,premium,noodles pastas vermicelli | branded food,flavor:rice,"tilda,rice"
adidas 56005 fruity rhythm deo 150ml,150ml,adidas,deos perfumes | beauty personal care,flavor:fruity,"56005,fruity,rhythm,deo"
bauli moonfils chocolate cake 45g,45g,chocolate,chocolates cakes confectioneries | branded food,,cake
lacto calamine ob comb skin 120ml,120ml,lacto calamine,hair care | beauty personal care,type:skin,"comb,skin"
scotchbrite steel scrubber pack of 3,,scotch brite,utensil cleaners | home hygiene,,pack
scotch bri utensl srb mop sml,,3m scotch,stationery | toys stationery,,"bri,mop"
ponds flawless white visible lightening day cream 50 g,50 g,ponds,skin care | beauty personal care,flavor:cream type:cream color:white,"flawless,white,visible,day,cream"
vlcc sweat free sunblok ltn spf40 125g,0 125g,vlcc,skin care | beauty personal care,,free
remia sprd mayonnaise 250m,250m,remia,jams spreads honey | branded food,type:mayonnaise flavor:mayonnaise,mayonnaise
venus soap natural creme 3*125g,3*125g,venus,skin care | beauty personal care,type:soap,"soap,natural,creme"
chheda ni namk mini bhakarwadi 170g,170g,,toys | toys stationery,,mini
sofy san pad side walls xlarge pp 6p,6p,sofy,feminine care | beauty personal care,,"pad,ide,wall"
philips cfl esntl cool day light b22 15w,,philips,skin care | beauty personal care,color:light,"cool,day,light"
britannia maida kulcha,,britannia,biscuits cookies crackers | branded food,flavor:maida flavor:kulcha,maida
act ii butter lovers micro wave pop corn 33g,33g,act ii,chips namkeens snacks | branded food,flavor:butter flavor:corn,"butter,lovers,micro,wave,pop,corn"
britannia nutri choice digestive zero biscuit 100g,100g,britannia,biscuits cookies crackers | branded food,type:nutri,"choice,digestive,zero,biscuit"
